T, Cp, H, S
20300, 20.7871223101, 434112.393568, 381.45914841609226
20350, 20.7871173939, 435151.749561, 381.5322076710556
20400, 20.787112515, 436191.105308, 381.60508404417726
20450, 20.7871076728, 437230.460813, 381.6777784483707
20500, 20.787102867, 438269.816076, 381.75029178973296
20550, 20.7870980973, 439309.1711, 381.822624967613
20600, 20.7870933633, 440348.525886, 381.8947788746783
20650, 20.7870886646, 441387.880437, 381.9667543969809
20700, 20.7870840009, 442427.234753, 382.0385524140226
20750, 20.7870793719, 443466.588838, 382.11017379881935
20800, 20.7870747771, 444505.942691, 382.1816194179648
20850, 20.7870702163, 445545.296316, 382.25289013169305
20900, 20.7870656892, 446584.649713, 382.32398679394106
20950, 20.7870611953, 447624.002885, 382.3949102524092
21000, 20.7870567345, 448663.355834, 382.46566134862286
21050, 20.7870523062, 449702.708559, 382.5362409179912
21100, 20.7870479104, 450742.061065, 382.60664978986694
21150, 20.7870435465, 451781.413351, 382.6768887876044
21200, 20.7870392143, 452820.76542, 382.74695872861764
21250, 20.7870349136, 453860.117273, 382.8168604244367
21300, 20.7870306439, 454899.468912, 382.88659468076446
21350, 20.7870264051, 455938.820338, 382.9561622975325
21400, 20.7870221967, 456978.171553, 383.0255640689553
21450, 20.7870180186, 458017.522558, 383.0948007835852
21500, 20.7870138704, 459056.873355, 383.1638732243658
21550, 20.7870097519, 460096.223946, 383.2327821686852
21600, 20.7870056627, 461135.574331, 383.30152838842815
21650, 20.7870016025, 462174.924512, 383.37011265002803
21700, 20.7869975712, 463214.274492, 383.438535714518
21750, 20.7869935684, 464253.62427, 383.5067983375819
21800, 20.7869895939, 465292.973849, 383.57490126960363
21850, 20.7869856474, 466332.32323, 383.642845255717
21900, 20.7869817287, 467371.672414, 383.71063103585453
21950, 20.7869778374, 468411.021403, 383.7782593447956
22000, 20.7869739733, 469450.370198, 383.84573091221444
22050, 20.7869701362, 470489.718801, 383.9130464627269
22100, 20.7869663258, 471529.067212, 383.9802067159375
22150, 20.7869625419, 472568.415434, 384.04721238648546
22200, 20.7869587842, 473607.763467, 384.1140641840895
22250, 20.7869550525, 474647.111313, 384.1807628135942
22300, 20.7869513466, 475686.458973, 384.24730897501354
22350, 20.7869476661, 476725.806448, 384.31370336357514
22400, 20.7869440109, 477765.15374, 384.379946669764
22450, 20.7869403808, 478804.500849, 384.4460395793654
22500, 20.7869367755, 479843.847778, 384.5119827735074
22550, 20.7869331948, 480883.194527, 384.5777769287029
22600, 20.7869296385, 481922.541098, 384.64342271689117
22650, 20.7869261063, 482961.887492, 384.7089208054793
22700, 20.786922598, 484001.233709, 384.77427185738236
22750, 20.7869191134, 485040.579752, 384.83947653106395
22800, 20.7869156524, 486079.925621, 384.90453548057604
22850, 20.7869122146, 487119.271317, 384.96944935559793
22900, 20.7869087999, 488158.616843, 385.0342188014752
22950, 20.7869054081, 489197.962198, 385.09884445925854
23000, 20.786902039, 490237.307384, 385.16332696574113
23050, 20.7868986923, 491276.652402, 385.22766695349696
23100, 20.786895368, 492315.997253, 385.2918650509176
23150, 20.7868920656, 493355.341939, 385.3559218822488
23200, 20.7868887852, 494394.68646, 385.41983806762715
23250, 20.7868855264, 495434.030818, 385.48361422311626
23300, 20.7868822892, 496473.375013, 385.54725096074196
23350, 20.7868790732, 497512.719047, 385.6107488885274
23400, 20.7868758784, 498552.062921, 385.6741086105283
23450, 20.7868727045, 499591.406636, 385.73733072686724
23500, 20.7868695514, 500630.750192, 385.80041583376754
23550, 20.7868664188, 501670.093591, 385.863364523587
23600, 20.7868633066, 502709.436834, 385.92617738485137
23650, 20.7868602147, 503748.779922, 385.9888550022875
23700, 20.7868571427, 504788.122856, 386.0513979568552
23750, 20.7868540907, 505827.465637, 386.1138068257805
23800, 20.7868510583, 506866.808265, 386.17608218258687
23850, 20.7868480455, 507906.150743, 386.238224597127
23900, 20.7868450521, 508945.49307, 386.3002346356145
23950, 20.7868420778, 509984.835248, 386.36211286065367
24000, 20.7868391226, 511024.177278, 386.4238598312715
24050, 20.7868361862, 512063.519161, 386.48547610294696
24100, 20.7868332686, 513102.860897, 386.5469622276413
24150, 20.7868303695, 514142.202488, 386.60831875382763
24200, 20.7868274888, 515181.543934, 386.66954622652025
24250, 20.7868246264, 516220.885237, 386.73064518730354
24300, 20.786821782, 517260.226397, 386.7916161743611
24350, 20.7868189556, 518299.567416, 386.8524597225036
24400, 20.7868161469, 519338.908293, 386.91317636319724
24450, 20.7868133559, 520378.249031, 386.9737666245913
24500, 20.7868105824, 521417.589629, 387.034231031546
24550, 20.7868078262, 522456.930089, 387.09457010565967
24600, 20.7868050872, 523496.270412, 387.1547843652955
24650, 20.7868023653, 524535.610598, 387.2148743256085
24700, 20.7867996602, 525574.950649, 387.27484049857173
24750, 20.786796972, 526614.290565, 387.33468339300254
24800, 20.7867943004, 527653.630346, 387.3944035145882
24850, 20.7867916453, 528692.969995, 387.45400136591195
24900, 20.7867890065, 529732.309511, 387.5134774464781
24950, 20.786786384, 530771.648896, 387.57283225273716
25000, 20.7867837776, 531810.98815, 387.63206627811047
25050, 20.7867811871, 532850.327274, 387.6911800130151
25100, 20.7867786125, 533889.666269, 387.7501739448883
25150, 20.7867760536, 534929.005135, 387.80904855821075
25200, 20.7867735102, 535968.343874, 387.86780433453146
25250, 20.7867709824, 537007.682487, 387.92644175249086
25300, 20.7867684698, 538047.020973, 387.98496128784416
25350, 20.7867659724, 539086.359334, 388.04336341348466
25400, 20.7867634902, 540125.69757, 388.1016485994663
25450, 20.7867610229, 541165.035683, 388.15981731302685
25500, 20.7867585704, 542204.373673, 388.21787001861
25550, 20.7867561326, 543243.71154, 388.2758071778876
25600, 20.7867537095, 544283.049286, 388.3336292497819
25650, 20.7867513008, 545322.386912, 388.39133669048715
25700, 20.7867489065, 546361.724417, 388.4489299534911
25750, 20.7867465265, 547401.061802, 388.50640948959654
25800, 20.7867441606, 548440.39907, 388.5637757469424
25850, 20.7867418087, 549479.736219, 388.6210291710246
25900, 20.7867394708, 550519.073251, 388.67817020471693
25950, 20.7867371467, 551558.410166, 388.73519928829154
